name,subdir,N,E,N_types,specificity,degree_mean,degree_hetero,max_edges,clustering_coeff,max_chordless_cycle,self_assembly_probability,tree_num,guided_assembly_probability,tree_depth,tree_leaves,tree_N
CPX-49,mouse,6,5,2,1.0,1.6666666666666667,3.6666666666666665,5,0.0,0,False,,,,,
CPX-2128,mouse,3,3,2,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-8731,human,5,5,2,0.7,2.0,4.0,5,0.0,5,False,,,,,
CPX-3080,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-833,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-25717,human,4,4,2,1.0,2.0,4.5,4,0.5833333333333334,3,False,,,,,
CPX-5787,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-5791,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-8009,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-937,human,6,7,3,1.0,2.333333333333333,5.666666666666667,7,0.7777777777777778,3,False,,,,,
CPX-1910,human,8,12,8,1.0,3.0,10.25,12,0.15,5,False,,,,,
CPX-2845,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-2701,human,6,6,3,1.0,2.0,4.666666666666667,6,0.0,4,False,,,,,
CPX-3239,human,8,16,2,1.0,4.0,16.0,16,0.0,4,False,,,,,
CPX-2097,human,5,4,5,1.0,1.6,3.2,4,0.0,0,False,,,,,
CPX-1879,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-624,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-2886,human,4,5,3,1.0,2.5,6.5,5,0.8333333333333333,3,False,,,,,
CPX-6083,human,8,16,2,1.0,4.0,16.0,16,0.0,4,False,,,,,
CPX-8834,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-1880,human,5,4,6,1.0,1.6,3.2,4,0.0,0,False,,,,,
CPX-848,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-8967,human,6,8,3,1.0,2.6666666666666665,7.333333333333333,8,0.5555555555555555,4,False,,,,,
CPX-262,human,9,18,2,1.0,4.0,18.0,18,0.0,4,False,,,,,
CPX-8121,human,7,6,2,1.0,1.7142857142857142,6.0,6,0.0,0,False,,,,,
CPX-8571,human,5,4,3,0.85,1.6,2.8,4,0.0,0,False,,,,,
CPX-3805,human,4,4,1,,2.0,4.0,4,0.0,4,False,,,,,
CPX-8947,human,5,7,3,0.9,2.8,8.4,7,0.7666666666666666,3,False,,,,,
CPX-6236,human,12,6,3,,1.0,1.0,2,0.0,0,False,,,,,
CPX-2808,human,3,3,4,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-6148,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-9481,human,25,34,5,1.0,2.72,12.48,36,0.045090909090909,4,False,,,,,
CPX-2721,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-2234,human,12,32,2,1.0,5.333333333333333,32.0,32,0.0,4,False,,,,,
CPX-11,human,3,3,1,,2.0,4.0,3,1.0,3,False,,,,,
CPX-9182,human,10,12,4,1.0,2.4,6.4,12,0.4333333333333333,6,False,,,,,
CPX-6365,human,18,18,3,1.0,2.0,6.0,18,0.0,6,False,,,,,
CPX-8183,human,14,14,5,1.0,2.0,8.285714285714286,14,0.0,4,False,,,,,
CPX-2832,human,4,3,4,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-7671,human,12,27,2,1.0,4.5,22.5,27,0.0,4,False,,,,,
CPX-6125,human,6,6,2,1.0,2.0,4.0,6,0.0,6,False,,,,,
CPX-501,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-85,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-7667,human,12,27,2,1.0,4.5,22.5,27,0.0,4,False,,,,,
CPX-2936,human,8,8,2,1.0,2.0,5.0,8,0.0,4,False,,,,,
CPX-2259,human,3,2,2,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-844,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-517,human,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-2127,human,3,3,2,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-6164,human,6,4,6,1.0,1.3333333333333333,2.333333333333333,4,0.0,0,False,,,,,
CPX-6165,human,4,3,3,1.0,1.5,3.0,3,0.0,0,False,,,,,
CPX-845,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-7666,human,12,27,2,1.0,4.5,23.0,27,0.0,4,False,,,,,
CPX-7670,human,12,27,2,1.0,4.5,22.5,27,0.0,4,False,,,,,
CPX-2537,human,12,27,2,1.0,4.5,22.5,27,0.0,4,False,,,,,
CPX-2167,human,5,5,3,0.8,2.0,4.0,5,0.0,5,False,,,,,
CPX-6124,human,15,23,6,0.9733333333333334,3.066666666666667,10.0,23,0.44,4,False,,,,,
CPX-3058,human,5,4,2,1.0,1.6,4.0,4,0.0,0,False,,,,,
CPX-941,human,4,5,2,1.0,2.5,6.5,5,0.8333333333333333,3,False,,,,,
CPX-8182,human,14,14,5,1.0,2.0,8.285714285714286,14,0.0,4,False,,,,,
CPX-8881,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-6036,human,13,13,13,1.0,2.0,5.384615384615385,13,0.1615384615384615,3,False,,,,,
CPX-25720,human,6,6,5,1.0,2.0,5.333333333333333,6,0.25,3,False,,,,,
CPX-890,human,9,14,3,1.0,3.111111111111111,14.0,14,0.0,4,False,,,,,
CPX-2848,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-6276,human,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-8842,human,28,28,16,,2.0,4.0,24,0.0,7,False,,,,,
CPX-9341,human,12,17,6,0.9888888888888888,2.833333333333333,10.0,18,0.1972222222222222,6,False,,,,,
CPX-8931,human,3,3,1,,2.0,4.0,3,1.0,3,False,,,,,
CPX-6169,human,30,33,4,1.0,2.2,7.0,33,0.0333333333333333,4,False,,,,,
CPX-2891,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-25782,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-8065,human,5,5,5,1.0,2.0,5.2,5,0.4333333333333333,3,False,,,,,
CPX-8570,human,10,24,2,1.0,4.8,24.0,24,0.0,4,False,,,,,
CPX-5342,human,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-9361,human,4,4,4,1.0,2.0,4.5,4,0.5833333333333334,3,False,,,,,
CPX-2887,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-3280,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-2612,human,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-1878,human,6,12,3,1.0,4.0,16.0,12,0.6666666666666666,4,False,,,,,
CPX-5991,human,4,4,4,1.0,2.0,4.5,4,0.5833333333333334,3,False,,,,,
CPX-8927,human,6,5,3,1.0,1.6666666666666667,3.0,5,0.0,0,False,,,,,
CPX-2002,human,4,3,2,1.0,1.5,3.0,3,0.0,0,False,,,,,
CPX-6503,human,4,3,5,,1.5,2.5,2,0.0,0,False,,,,,
CPX-2540,human,10,16,5,1.0,3.2,16.0,16,0.0,4,False,,,,,
CPX-5790,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-2393,human,13,8,19,,1.2307692307692308,1.8461538461538465,1,0.0,0,False,,,,,
CPX-2669,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-2239,human,4,3,4,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-2805,human,4,6,2,1.0,3.0,9.0,6,1.0,3,False,,,,,
CPX-25716,human,6,6,5,1.0,2.0,5.333333333333333,6,0.25,3,False,,,,,
CPX-2940,human,6,6,6,1.0,2.0,4.0,6,0.0,6,False,,,,,
CPX-7241,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-131,human,8,8,2,1.0,2.0,5.0,8,0.0,4,False,,,,,
CPX-561,human,8,5,9,,1.25,2.0,4,0.0,0,False,,,,,
CPX-2852,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-26028,human,9,18,5,1.0,4.0,18.88888888888889,18,0.6444444444444444,3,False,,,,,
CPX-614,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-3032,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-9741,human,9,18,2,1.0,4.0,18.0,18,0.8222222222222223,3,False,,,,,
CPX-2731,human,4,3,4,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-6267,human,4,3,4,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-5774,human,16,18,3,1.0,2.25,10.5,18,0.0892857142857142,3,False,,,,,
CPX-17,human,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-2398,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-6461,human,5,9,3,1.0,3.6,13.2,10,0.9,3,False,,,,,
CPX-383,human,4,3,4,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-8185,human,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-6932,human,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-9281,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-5021,human,6,8,6,1.0,2.6666666666666665,8.0,8,0.5833333333333334,3,False,,,,,
CPX-9002,human,28,28,16,,2.0,4.0,25,0.0,7,False,,,,,
CPX-550,human,4,2,4,1.0,1.0,1.0,2,0.0,0,False,,,,,
CPX-6123,human,7,5,16,,1.4285714285714286,2.571428571428572,0,0.0,0,True,,,,,
CPX-8701,human,5,4,2,1.0,1.6,4.0,4,0.0,0,False,,,,,
CPX-2930,human,8,8,3,0.75,2.0,5.0,8,0.0,4,False,,,,,
CPX-3622,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-7724,human,4,3,4,1.0,1.5,3.0,3,0.0,0,False,,,,,
CPX-25766,human,6,5,3,1.0,1.6666666666666667,3.0,5,0.0,0,False,,,,,
CPX-511,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-395,human,4,3,3,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-6861,human,6,7,4,1.0,2.333333333333333,7.0,7,0.7000000000000001,3,False,,,,,
CPX-10306,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-2208,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-815,human,4,3,4,1.0,1.5,3.0,3,0.0,0,False,,,,,
CPX-116,human,5,5,5,1.0,2.0,4.8,5,0.3333333333333333,3,False,,,,,
CPX-3481,human,4,4,4,1.0,2.0,4.5,4,0.5833333333333334,3,False,,,,,
CPX-2506,human,4,3,3,0.75,1.5,2.5,3,0.0,0,False,,,,,
CPX-8808,human,7,9,3,1.0,2.571428571428572,6.857142857142857,9,0.0,6,False,,,,,
CPX-618,human,3,3,2,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-3252,human,3,3,2,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-21210,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-9521,human,15,45,2,1.0,6.0,42.0,45,0.1928571428571429,4,False,,,,,
CPX-970,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-6142,human,5,6,3,1.0,2.4,6.0,6,0.3333333333333333,4,False,,,,,
CPX-6841,human,6,6,3,1.0,2.0,4.666666666666667,6,0.0,4,False,,,,,
CPX-1941,human,4,3,4,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-9022,human,42,56,15,0.9523809523809524,2.6666666666666665,7.333333333333333,56,0.0,9,False,,,,,
CPX-659,human,6,10,2,1.0,3.333333333333333,11.333333333333334,10,0.5555555555555555,4,False,,,,,
CPX-3301,human,6,6,6,1.0,2.0,5.0,6,0.1666666666666666,3,False,,,,,
CPX-37,human,8,12,5,,3.0,10.0,8,0.0,4,False,,,,,
CPX-2707,human,4,2,5,1.0,1.0,1.0,2,0.0,0,False,,,,,
CPX-6482,human,3,2,6,,1.3333333333333333,2.0,0,0.0,0,True,,,,,
CPX-1605,human,3,2,7,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-767,human,4,3,4,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-8432,human,4,3,4,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-9223,human,6,6,2,1.0,2.0,5.0,6,0.1666666666666666,3,False,,,,,
CPX-3946,human,4,4,4,1.0,2.0,4.5,4,0.5833333333333334,3,False,,,,,
CPX-2341,human,5,4,5,1.0,1.6,3.2,4,0.0,0,False,,,,,
CPX-2087,human,5,4,5,1.0,1.6,3.2,4,0.0,0,False,,,,,
CPX-376,human,7,10,4,,2.857142857142857,8.857142857142858,8,0.0,4,False,,,,,
CPX-6929,human,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-7841,human,5,4,2,1.0,1.6,4.0,4,0.0,0,False,,,,,
CPX-7142,human,10,33,3,1.0,6.6,45.0,33,0.7228571428571429,4,False,,,,,
CPX-2194,human,12,12,4,1.0,2.0,6.0,12,0.0,4,False,,,,,
CPX-2897,human,6,5,3,1.0,1.6666666666666667,3.6666666666666665,5,0.0,0,False,,,,,
CPX-3785,human,4,4,1,,2.0,4.0,4,0.0,4,False,,,,,
CPX-9222,human,6,6,2,1.0,2.0,5.0,6,0.1666666666666666,3,False,,,,,
CPX-6641,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-2881,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-3269,human,4,5,3,1.0,2.5,6.5,5,0.8333333333333333,3,False,,,,,
CPX-9721,human,6,7,3,1.0,2.333333333333333,5.666666666666667,7,0.7777777777777778,3,False,,,,,
CPX-4001,human,4,4,2,0.625,2.0,4.0,4,0.0,4,False,,,,,
CPX-2842,human,5,6,2,1.0,2.4,6.0,6,0.0,4,False,,,,,
CPX-6381,human,18,18,3,1.0,2.0,6.0,18,0.0,6,False,,,,,
CPX-6155,human,10,21,5,1.0,4.2,22.0,21,0.6309523809523809,3,False,,,,,
CPX-3642,human,9,14,8,1.0,3.111111111111111,13.555555555555555,14,0.4687830687830688,3,False,,,,,
CPX-6010,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-434,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-6143,human,12,12,4,1.0,2.0,4.0,12,0.0,12,False,,,,,
CPX-137,human,8,13,3,1.0,3.25,15.25,13,0.8214285714285714,3,False,,,,,
CPX-4742,human,12,12,3,1.0,2.0,6.0,12,0.0,4,False,,,,,
CPX-971,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-2229,human,5,4,5,1.0,1.6,3.2,4,0.0,0,False,,,,,
CPX-1956,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-8736,human,4,3,3,0.75,1.5,2.5,3,0.0,0,False,,,,,
CPX-8673,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-951,human,4,5,2,1.0,2.5,6.5,5,0.8333333333333333,3,False,,,,,
CPX-8468,human,4,4,1,,2.0,4.0,4,0.0,4,False,,,,,
CPX-8192,human,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-2823,human,8,9,3,1.0,2.25,6.25,9,0.5416666666666666,3,False,,,,,
CPX-25730,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-2931,human,8,8,3,0.75,2.0,5.0,8,0.0,4,False,,,,,
CPX-286,human,4,5,2,1.0,2.5,6.5,5,0.8333333333333333,3,False,,,,,
CPX-9541,human,15,45,2,1.0,6.0,42.0,45,0.1928571428571429,4,False,,,,,
CPX-2927,human,8,8,3,0.75,2.0,5.0,8,0.0,4,False,,,,,
CPX-2862,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-10311,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-9003,human,28,28,14,1.0,2.0,4.0,28,0.0,7,False,,,,,
CPX-101,human,3,2,2,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-8184,human,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-6175,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-480,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-195,human,8,16,2,1.0,4.0,16.0,16,0.0,4,False,,,,,
CPX-984,human,4,6,3,1.0,3.0,9.0,6,1.0,3,False,,,,,
CPX-8901,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-7924,human,4,3,4,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-9310,human,5,5,2,1.0,2.0,4.8,5,0.3333333333333333,3,False,,,,,
CPX-3208,human,3,3,2,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-2419,human,8,8,3,0.75,2.0,5.0,8,0.0,4,False,,,,,
CPX-496,human,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-3033,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-10241,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-952,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-10304,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-6863,human,4,4,4,1.0,2.0,4.5,4,0.5833333333333334,3,False,,,,,
CPX-3227,human,26,64,26,1.0,4.923076923076923,27.846153846153847,64,0.6086691086691087,5,False,,,,,
CPX-513,human,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-5824,human,10,16,7,1.0,3.2,11.0,16,0.2333333333333333,4,False,,,,,
CPX-143,human,8,8,2,1.0,2.0,5.0,8,0.0,4,False,,,,,
CPX-5961,human,10,13,4,1.0,2.6,9.4,13,0.1733333333333333,4,False,,,,,
CPX-2877,human,10,9,11,,1.8,3.4,7,0.3,4,False,,,,,
CPX-285,human,4,5,2,1.0,2.5,6.5,5,0.8333333333333333,3,False,,,,,
CPX-8129,human,7,6,2,1.0,1.7142857142857142,6.0,6,0.0,0,False,,,,,
CPX-155,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-8095,human,9,18,2,1.0,4.0,18.0,18,0.0,4,False,,,,,
CPX-2861,human,3,2,4,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-7675,human,15,33,3,1.0,4.4,21.6,33,0.0,5,False,,,,,
CPX-944,human,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-42,human,6,5,2,1.0,1.6666666666666667,3.6666666666666665,5,0.0,0,False,,,,,
CPX-529,human,6,7,3,1.0,2.333333333333333,5.666666666666667,7,0.7777777777777778,3,False,,,,,
CPX-745,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-8001,human,5,4,3,0.7,1.6,3.2,4,0.0,0,False,,,,,
CPX-5633,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-8781,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-2363,human,4,2,4,1.0,1.0,1.0,2,0.0,0,False,,,,,
CPX-1723,human,3,2,2,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-54,human,3,2,2,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-6662,human,4,5,3,1.0,2.5,6.5,5,0.8333333333333333,3,False,,,,,
CPX-9128,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-8943,human,4,3,4,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-8105,human,9,19,4,1.0,4.222222222222222,20.88888888888889,19,0.2857142857142857,4,False,,,,,
CPX-2158,human,8,8,3,0.75,2.0,5.0,8,0.0,4,False,,,,,
CPX-8806,human,28,28,14,1.0,2.0,4.0,28,0.0,7,False,,,,,
CPX-7842,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-6245,human,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-8826,human,3,3,1,,2.0,4.0,3,1.0,3,False,,,,,
CPX-289,human,4,5,2,1.0,2.5,6.5,5,0.8333333333333333,3,False,,,,,
CPX-74,human,3,2,5,,1.3333333333333333,2.0,0,0.0,0,True,,,,,
CPX-3285,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-8133,human,7,6,2,1.0,1.7142857142857142,6.0,6,0.0,0,False,,,,,
CPX-2928,human,8,8,3,0.75,2.0,5.0,8,0.0,4,False,,,,,
CPX-2882,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-6341,human,4,3,1,,1.5,2.5,4,0.0,0,False,,,,,
CPX-3905,human,19,36,3,0.9736842105263158,3.789473684210526,17.68421052631579,43,0.2476190476190476,7,False,,,,,
CPX-2093,human,3,3,2,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-25729,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-1650,human,3,2,2,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-948,human,6,10,2,1.0,3.333333333333333,12.0,10,0.7777777777777777,3,False,,,,,
CPX-2640,human,16,16,4,1.0,2.0,4.5,16,0.0,4,False,,,,,
CPX-7205,human,4,3,4,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-6382,human,18,18,3,1.0,2.0,6.0,18,0.0,6,False,,,,,
CPX-525,human,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-9309,human,6,6,2,1.0,2.0,5.0,6,0.1666666666666666,3,False,,,,,
CPX-8148,human,12,12,3,1.0,2.0,6.0,12,0.0,4,False,,,,,
CPX-2545,human,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-8918,human,4,3,3,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-421,human,3,3,1,,2.0,4.0,3,1.0,3,False,,,,,
CPX-6269,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-4741,human,5,6,5,1.0,2.4,6.4,6,0.8666666666666666,3,False,,,,,
CPX-10261,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-1847,human,8,11,8,1.0,2.75,8.25,11,0.2291666666666666,5,False,,,,,
CPX-6681,human,8,8,4,1.0,2.0,5.5,8,0.0,4,False,,,,,
CPX-2769,human,4,3,4,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-2505,human,4,4,4,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-10333,human,4,3,2,1.0,1.5,2.5,4,0.0,0,False,,,,,
CPX-2397,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-2401,human,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-2544,human,6,7,3,1.0,2.333333333333333,5.666666666666667,7,0.7777777777777778,3,False,,,,,
CPX-10221,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-2513,human,4,3,4,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-2840,human,5,5,4,1.0,2.0,5.2,5,0.4333333333333333,3,False,,,,,
CPX-949,human,8,8,4,1.0,2.0,5.0,8,0.0,4,False,,,,,
CPX-5995,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-8427,human,3,2,2,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-2180,human,5,5,2,0.7,2.0,4.0,5,0.0,5,False,,,,,
CPX-271,human,5,5,2,0.7,2.0,4.0,5,0.0,5,False,,,,,
CPX-2929,human,8,8,3,0.75,2.0,5.0,8,0.0,4,False,,,,,
CPX-2250,human,5,4,5,1.0,1.6,3.2,4,0.0,0,False,,,,,
CPX-8124,human,7,6,2,1.0,1.7142857142857142,6.0,6,0.0,0,False,,,,,
CPX-267,human,4,4,1,,2.0,4.0,4,0.0,4,False,,,,,
CPX-10309,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-725,human,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-8523,human,4,4,1,,2.0,4.0,4,0.0,4,False,,,,,
CPX-8935,human,6,5,4,0.9444444444444444,1.6666666666666667,3.0,5,0.0,0,False,,,,,
CPX-2159,human,5,5,3,0.8,2.0,4.0,5,0.0,5,False,,,,,
CPX-928,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-6663,human,8,8,4,1.0,2.0,5.5,8,0.0,4,False,,,,,
CPX-586,human,3,2,3,1.0,1.3333333333333333,2.0,0,0.0,0,True,,,,,
CPX-2698,human,10,14,8,1.0,2.8,9.6,14,0.5066666666666666,3,False,,,,,
