name,subdir,N,E,N_types,specificity,degree_mean,degree_hetero,max_edges,clustering_coeff,max_chordless_cycle,self_assembly_probability,tree_num,guided_assembly_probability,tree_depth,tree_leaves,tree_N
applaro_3,Chair,8,9,4,0.9166666666666666,2.25,6.5,9,0.3583333333333333,3,False,,,,,
agam,Chair,14,17,5,0.8571428571428572,2.4285714285714284,7.285714285714286,17,0.0,6,False,,,,,
kaustby,Chair,9,16,4,1.0,3.555555555555556,16.444444444444443,16,0.2433862433862433,4,False,,,,,
trogen,Chair,6,10,3,1.0,3.333333333333333,11.333333333333334,10,0.5555555555555555,4,False,,,,,
marius,Chair,3,2,2,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
omtanksam,Chair,6,4,3,0.6666666666666667,1.3333333333333333,2.333333333333333,4,0.0,0,False,,,,,
preben,Chair,6,5,3,1.0,1.6666666666666667,5.0,5,0.0,0,False,,,,,
bernhard,Chair,3,2,2,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
ingolf,Chair,5,8,4,1.0,3.2,10.4,8,0.6666666666666666,4,False,,,,,
nils,Chair,4,5,3,1.0,2.5,6.5,5,0.8333333333333333,3,False,,,,,
nordviken,Chair,8,11,7,0.9916666666666668,2.75,9.75,11,0.1916666666666666,4,False,,,,,
nilsove,Chair,7,6,3,0.8571428571428572,1.7142857142857142,3.142857142857143,6,0.0,0,False,,,,,
reidar,Chair,4,3,4,,1.5,3.0,0,0.0,0,True,,,,,
glenn,Chair,4,4,3,1.0,2.0,4.0,4,0.0,4,False,,,,,
mammut_2,Chair,6,4,3,0.6666666666666667,1.3333333333333333,2.333333333333333,4,0.0,0,False,,,,,
skogsta,Chair,7,9,3,1.0,2.571428571428572,7.142857142857143,9,0.0,5,False,,,,,
yngvar,Chair,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
mammut_1,Chair,6,5,3,1.0,1.6666666666666667,5.0,5,0.0,0,False,,,,,
sundvik,Chair,6,10,4,1.0,3.333333333333333,11.666666666666666,10,0.4444444444444444,4,False,,,,,
lerhamn,Chair,9,15,5,0.9722222222222222,3.333333333333333,13.77777777777778,15,0.2518518518518518,4,False,,,,,
ronninge,Chair,11,17,4,0.9494949494949496,3.090909090909091,12.363636363636363,17,0.206060606060606,4,False,,,,,
ivar,Chair,9,14,4,0.9506172839506172,3.111111111111111,11.555555555555555,14,0.2666666666666666,4,False,,,,,
ragrund,Chair,28,39,5,0.7916666666666667,2.7857142857142856,13.0,39,0.0999999999999999,6,False,,,,,
stefan,Chair,6,10,5,1.0,3.333333333333333,11.666666666666666,10,0.4444444444444444,4,False,,,,,
grubban,Chair,6,8,3,1.0,2.6666666666666665,8.0,8,0.0,4,False,,,,,
kyrre,Chair,4,3,2,1.0,1.5,3.0,3,0.0,0,False,,,,,
lisabo,Chair,5,8,4,1.0,3.2,10.8,8,0.8666666666666666,3,False,,,,,
falholmen,Chair,8,9,7,0.9583333333333334,2.25,6.0,9,0.25,4,False,,,,,
skogsta_2,Chair,5,4,2,1.0,1.6,4.0,4,0.0,0,False,,,,,
ekenas,Chair,5,4,2,1.0,1.6,4.0,4,0.0,0,False,,,,,
sjalland,Chair,8,10,4,0.9583333333333334,2.5,7.5,10,0.375,4,False,,,,,
teodores,Chair,10,15,7,0.9944444444444444,3.0,11.8,15,0.1233333333333333,4,False,,,,,
froset,Chair,10,10,5,0.95,2.0,5.2,10,0.0,6,False,,,,,
vedbo,Chair,4,4,3,1.0,2.0,4.0,4,0.0,4,False,,,,,
norraryd,Chair,5,6,3,1.0,2.4,6.0,6,0.0,4,False,,,,,
norraker,Chair,6,10,4,1.0,3.333333333333333,11.666666666666666,10,0.4444444444444444,4,False,,,,,
fanbyn,Chair,7,13,4,1.0,3.7142857142857135,14.571428571428571,13,0.3047619047619047,4,False,,,,,
ingolf_2,Chair,5,8,3,1.0,3.2,10.4,8,0.6666666666666666,4,False,,,,,
klappsta,Chair,5,8,3,1.0,3.2,10.4,8,0.6666666666666666,4,False,,,,,
stig,Chair,19,29,6,0.872280701754386,3.0526315789473686,13.894736842105264,29,0.1508771929824561,6,False,,,,,
dalfred,Chair,11,18,9,0.9772727272727272,3.272727272727273,12.363636363636363,18,0.0666666666666666,4,False,,,,,
perjohan,Chair,7,12,4,1.0,3.4285714285714284,13.142857142857142,12,0.3428571428571428,4,False,,,,,
poang_2,Chair,11,18,5,0.8863636363636364,3.272727272727273,13.090909090909092,18,0.0727272727272727,6,False,,,,,
jules_2,Chair,4,2,3,0.75,1.0,1.0,2,0.0,0,False,,,,,
applaro,Chair,6,8,4,1.0,2.6666666666666665,7.333333333333333,8,0.0,4,False,,,,,
lunnarp,Table,17,29,6,0.9011764705882352,3.411764705882353,16.58823529411765,29,0.3427170868347339,8,False,,,,,
nesna,Table,20,30,7,0.9761904761904762,3.0,14.5,30,0.0628571428571428,4,False,,,,,
voxlov,Table,7,9,4,0.8412698412698413,2.571428571428572,7.714285714285714,9,0.3571428571428571,3,False,,,,,
jokkmokk,Table,5,4,2,1.0,1.6,4.0,4,0.0,0,False,,,,,
vadholma,Table,7,14,5,1.0,4.0,16.857142857142858,14,0.5809523809523809,4,False,,,,,
vittsjo_1,Table,4,5,4,,2.5,6.5,2,0.8333333333333333,3,False,,,,,
klingsbo_1,Table,7,13,4,1.0,3.7142857142857135,14.571428571428571,13,0.3047619047619047,4,False,,,,,
gladom,Table,5,6,4,0.9555555555555556,2.4,6.4,6,0.5333333333333333,3,False,,,,,
bjorkudden,Table,12,16,5,0.7569444444444444,2.6666666666666665,8.333333333333334,16,0.1277777777777777,6,False,,,,,
satsumas,Table,8,12,4,1.0,3.0,9.5,12,0.0,4,False,,,,,
bjorkudden_2,Table,7,9,4,0.9047619047619048,2.571428571428572,8.285714285714286,9,0.5428571428571428,3,False,,,,,
tommaryd,Table,23,37,4,0.7072463768115943,3.217391304347826,15.217391304347826,37,0.1751552795031055,8,False,,,,,
falholmen,Table,4,5,3,1.0,2.5,6.5,5,0.8333333333333333,3,False,,,,,
vittsjo_2,Table,11,15,7,0.9818181818181818,2.727272727272727,10.0,15,0.2363636363636363,4,False,,,,,
sjalland,Table,24,35,4,0.9222222222222224,2.9166666666666665,13.25,35,0.146031746031746,4,False,,,,,
tornviken,Table,15,28,6,0.9004444444444445,3.733333333333333,19.73333333333333,28,0.3725925925925926,4,False,,,,,
applaro,Table,5,4,2,1.0,1.6,4.0,4,0.0,0,False,,,,,
fjallbo,Table,5,5,4,1.0,2.0,4.4,5,0.0,4,False,,,,,
lack,Table,8,8,4,0.9166666666666666,2.0,4.5,8,0.0,4,False,,,,,
laiva,Shelf,36,59,7,0.7761243386243387,3.2777777777777777,16.27777777777778,59,0.106084656084656,10,False,,,,,
vesken,Shelf,31,45,5,0.7973790322580645,2.903225806451613,13.161290322580646,45,0.0714285714285714,8,False,,,,,
pinnig,Shelf,7,12,4,1.0,3.4285714285714284,13.142857142857142,12,0.34285714285714286,4,False,,,,,
